interval_qps l0_files total_mem_size pending_bytes
54.81 15 31.13 68.82
66.76 16 35.83 68.95
8.12 16 44.31 68.83
53.03 17 34.68 68.83
60.15 18 32.48 68.85
62.33 19 32.56 68.79
64.48 20 34.88 68.73
8.1 20 43.34 68.42
8.1 20 51.8 68.09
8.12 20 60.28 67.88
7.41 21 3.0 67.9
8.1 21 11.46 67.57
8.13 21 19.95 67.57
8.14 21 28.45 67.57
8.13 21 36.94 67.57
8.14 21 45.44 67.57
103.24 1 88.24 64.81
262.57 6 37.38 68.77
66.94 7 42.27 68.79
56.12 8 35.86 68.79
51.91 9 25.06 68.8
66.63 10 29.63 68.88
12.14 10 42.31 68.67
58.96 11 38.87 68.8
58.08 12 34.51 68.93
57.91 12 94.99 68.68
9.87 13 40.28 68.76
54.2 14 31.87 68.89
62.28 15 31.91 68.81
64.75 16 34.51 68.74
89.74 17 63.22 68.67
98.09 19 35.63 68.85
8.13 19 44.12 68.73
54.87 20 36.41 68.65
8.1 20 44.87 68.33
8.11 20 53.34 67.97
8.11 20 61.82 67.75
7.47 21 4.61 67.67
8.13 21 13.1 67.67
8.14 21 21.6 67.67
8.14 21 30.1 67.67
8.13 21 38.59 67.67
85.47 1 62.84 64.95
291.08 5 106.76 68.63
33.6 6 76.83 68.65
24.77 7 37.69 68.78
61.69 8 37.1 68.79
61.22 9 36.01 68.8
58.3 10 31.89 68.93
20.08 10 52.86 68.68
47.98 11 37.95 68.8
58.84 12 34.38 68.94
47.92 12 84.42 68.66
18.53 13 38.76 68.79
92.27 14 70.1 68.72
65.59 15 73.59 68.65
84.36 17 31.66 68.84
63.88 18 33.35 68.86
60.45 19 31.47 68.86
61.06 20 30.22 68.84
8.1 20 38.68 68.5
8.11 20 47.15 68.23
8.1 20 55.61 67.9
8.11 20 64.09 67.69
5.7 21 5.02 67.95
5.21 21 10.46 67.95
5.21 21 15.9 67.95
5.21 21 21.34 67.95
156.68 3 54.93 64.98
172.41 6 39.94 68.82
48.15 7 25.21 68.94
66.41 8 29.55 68.96
27.76 8 58.54 68.72
43.12 9 38.56 68.79
57.34 10 33.43 68.94
52.79 10 88.56 68.68
15.56 11 39.79 68.82
58.71 12 36.09 68.82
57.0 13 30.61 68.95
27.09 13 58.9 68.65
96.98 15 30.15 68.95
66.9 16 35.01 68.92
61.91 17 34.65 68.86
60.36 18 32.67 68.9
62.63 19 33.06 68.8
63.46 20 34.32 68.79
8.11 20 42.79 68.56
8.14 20 51.29 68.56
8.13 20 59.78 68.56
7.18 21 2.27 68.81
5.21 21 7.7 68.81
195.62 3 81.97 65.89
25.08 4 43.15 69.23
8.11 4 51.62 69.04
8.12 4 60.1 68.79
38.89 5 35.69 68.92
58.82 6 32.11 68.92
43.08 6 77.1 68.68
26.47 7 39.72 68.82
58.25 8 35.55 68.82
59.15 9 32.3 68.95
8.66 9 41.35 68.65
58.22 10 37.14 68.73
66.4 11 41.46 68.72
108.76 12 90.03 68.66
60.28 13 87.97 68.7
16.62 14 40.3 68.75
93.67 15 73.12 68.67
82.78 17 29.77 68.96
22.21 17 52.97 68.6
47.92 18 38.0 68.75
71.26 19 47.4 68.65
45.04 20 29.43 68.79
8.14 20 37.93 68.79
8.13 20 46.42 68.79
8.14 20 54.92 68.79
33.62 0 90.03 66.18
199.67 4 38.5 69.64
8.11 4 46.97 69.4
8.12 4 55.45 69.15
8.12 4 63.93 68.9
6.33 5 5.52 69.05
7.8 5 13.67 68.82
79.79 6 31.98 68.95
64.29 6 99.12 68.66
18.88 7 53.82 68.8
43.18 8 33.9 68.82
77.19 9 49.5 68.95
62.4 10 49.65 68.86
59.42 11 46.69 68.82
50.36 12 34.27 68.74
68.81 13 41.11 68.88
70.27 14 49.48 68.82
40.14 15 26.39 68.86
66.57 16 30.9 68.89
57.8 17 26.25 68.8
87.13 18 52.22 68.92
58.49 19 48.29 68.83
48.52 20 33.95 68.84
8.13 20 42.45 68.84
8.14 20 50.94 68.84
8.14 20 59.44 68.84
7.29 21 2.04 69.11
197.5 3 78.27 66.21
28.67 4 43.32 69.48
8.12 4 51.83 69.25
8.12 4 60.35 68.99
6.97 5 2.63 69.12
6.84 5 9.77 68.85
101.67 6 50.93 68.89
8.12 6 59.42 68.75
57.92 7 54.89 68.73
58.43 8 50.89 68.86
55.24 9 43.57 69.0
49.02 10 29.76 68.84
72.34 11 40.29 68.88
54.63 12 32.32 68.82
80.7 13 51.58 68.86
36.44 13 89.64 68.6
73.65 15 36.52 68.91
73.85 16 48.63 68.94
40.03 17 25.42 68.84
68.62 18 32.08 68.86
15.31 18 48.06 68.6
51.21 19 36.53 68.74
8.14 19 45.03 68.74
8.13 19 53.52 68.74
8.13 19 62.01 68.74
77.48 1 77.92 66.28
151.68 4 41.49 69.55
8.12 4 49.96 69.31
8.11 4 58.44 69.06
7.63 5 1.39 69.2
6.21 5 7.88 68.92
8.13 5 16.37 68.78
76.87 6 31.62 68.92
35.34 6 68.53 68.63
34.89 7 39.95 68.76
55.15 8 32.53 68.9
61.59 9 31.83 68.92
62.0 10 31.56 68.81
58.61 11 27.76 68.85
66.81 12 32.51 68.82
61.2 13 31.41 68.73
73.79 14 43.46 68.76
50.93 15 31.63 68.77
60.24 16 29.53 68.8
66.81 17 34.29 68.83
74.34 18 46.91 68.68
46.04 19 30.05 68.83
8.14 19 38.55 68.83
8.13 19 47.05 68.83
8.14 19 55.54 68.83
36.1 0 93.25 66.34
196.87 4 38.78 69.72
8.12 4 47.26 69.48
8.11 4 55.73 69.23
8.12 4 64.22 69.09
7.2 5 6.72 69.11
8.12 5 15.21 68.97
59.02 5 76.85 68.68
24.3 6 37.2 68.83
62.38 7 37.34 68.82
57.79 8 32.68 68.95
8.13 8 41.16 68.79
109.17 10 25.14 68.97
59.3 10 87.07 68.6
67.03 12 27.05 68.8
66.5 13 31.49 68.79
58.34 14 27.4 68.78
67.64 15 33.03 68.8
60.48 16 31.18 68.9
62.74 17 31.69 68.91
58.54 18 27.81 68.8
67.14 19 32.91 68.81
8.14 19 41.41 68.81
8.13 19 49.9 68.81
8.14 19 58.4 68.81
7.65 20 1.37 69.08
209.24 4 24.85 69.72
7.85 4 33.05 69.47
8.13 4 41.54 69.35
8.11 4 50.01 69.09
8.12 4 58.48 68.83
38.95 5 34.14 68.98
60.88 6 32.71 68.98
8.13 6 41.2 68.84
56.45 7 35.14 68.83
58.42 8 31.13 68.97
8.13 8 39.62 68.81
58.55 9 35.75 68.7
58.02 10 31.33 68.74
79.2 11 49.04 68.65
101.94 13 25.47 69.01
8.12 13 33.95 68.72
62.72 14 34.43 68.75
56.45 15 28.37 68.77
68.29 16 34.66 68.65
73.75 17 46.67 68.65
46.8 18 30.53 68.8
8.14 18 39.03 68.8
8.14 18 47.53 68.8
8.14 18 56.02 68.8
116.22 2 47.37 66.42
120.26 4 42.94 69.6
8.11 4 51.4 69.41
8.12 4 59.88 69.16
7.38 5 2.58 69.17
7.47 5 10.38 68.89
8.13 5 18.87 68.74
76.15 6 33.38 68.74
61.19 7 32.26 68.88
8.13 7 40.75 68.72
56.99 8 35.25 68.74
63.17 9 36.21 68.75
61.98 10 35.92 68.81
57.56 11 31.02 68.71
66.85 12 35.83 68.73
61.38 13 34.92 68.76
61.2 14 33.81 68.77
61.56 15 33.09 68.78
57.27 16 27.89 68.81
67.09 17 32.94 68.81
57.22 18 27.69 68.82
8.14 18 36.19 68.82
8.14 18 44.68 68.82
8.14 18 53.18 68.82
39.51 0 94.44 66.47
204.94 4 48.41 69.63
8.12 4 56.88 69.38
8.05 4 65.29 69.12
6.01 5 6.55 69.27
8.06 5 14.97 69.0
41.42 5 58.22 68.7
41.97 6 37.04 68.75
58.73 7 33.36 68.9
29.26 7 63.92 68.57
88.1 9 25.9 68.94
67.11 10 30.97 68.98
25.28 10 57.38 68.62
70.39 11 65.87 68.64
73.17 12 77.53 68.67
57.4 13 72.46 68.68
67.26 14 77.69 68.7
24.88 15 38.66 68.77
58.76 16 35.01 68.78
63.15 17 35.96 68.78
62.53 18 36.24 68.78
8.14 18 44.74 68.78
8.14 18 53.24 68.78
8.14 18 61.74 68.78
50.34 1 49.3 66.49
167.0 4 28.73 69.62
8.12 4 37.21 69.36
8.12 4 45.69 69.23
8.11 4 54.16 68.92
41.07 5 32.04 68.99
8.12 5 40.51 68.85
58.81 6 36.92 68.85
58.0 7 32.47 69.0
8.27 7 41.1 68.67
59.17 8 37.89 68.82
61.42 9 37.02 68.86
73.64 10 48.91 68.76
47.71 11 33.72 68.78
63.14 12 34.66 68.94
61.38 13 33.74 68.81
