interval_qps l0_files total_mem_size pending_bytes
8.62 16 76.68 68.86
6.51 16 83.47 68.86
5.49 14 24.19 69.0
5.11 14 29.53 69.0
5.3 14 35.06 69.0
5.2 14 40.49 69.0
6.4 14 47.17 68.82
7.9 14 55.43 68.82
7.98 14 63.76 68.82
7.14 15 6.2 69.02
5.2 15 11.63 69.02
5.2 15 17.06 69.02
6.7 15 24.06 68.85
8.13 15 32.55 68.85
8.13 15 41.04 68.85
8.13 15 49.53 68.85
77.08 15 130.03 68.67
0.0 15 130.03 68.67
3.26 16 68.42 68.87
8.12 16 76.9 68.87
6.59 17 18.77 69.07
8.02 17 27.14 68.89
8.12 14 35.63 68.89
8.13 14 44.12 68.89
8.13 14 52.61 68.89
8.13 14 61.1 68.89
7.24 14 68.66 68.89
5.84 15 9.74 69.09
5.21 15 15.18 69.09
5.2 15 20.61 69.09
5.2 15 26.04 69.09
5.2 15 31.48 69.09
5.21 15 36.91 69.09
5.2 15 42.34 69.09
5.2 15 47.78 69.09
5.2 15 53.21 69.09
5.2 15 58.64 69.09
5.2 15 64.07 69.09
4.33 16 3.58 69.29
3.33 16 7.06 69.29
3.33 16 10.54 69.29
3.33 16 14.01 69.29
3.33 16 17.49 69.29
3.33 16 20.97 69.29
3.33 16 24.44 69.29
3.33 16 27.92 69.29
3.33 16 31.39 69.29
3.33 16 34.87 69.29
3.33 16 38.35 69.29
3.33 16 41.82 69.29
3.33 16 45.3 69.29
3.33 16 48.78 69.29
3.33 16 52.25 69.29
3.33 16 55.73 69.29
3.33 16 59.21 69.29
3.33 16 62.68 69.29
3.11 16 65.93 69.29
2.19 17 3.2 69.49
2.13 17 5.43 69.49
2.13 17 7.65 69.49
2.13 17 9.88 69.49
2.13 17 12.1 69.49
2.13 17 14.32 69.49
2.13 17 16.55 69.49
2.13 17 18.77 69.49
2.13 17 21.0 69.49
2.13 17 23.22 69.49
2.13 17 25.45 69.49
2.13 17 27.67 69.49
2.13 17 29.9 69.49
2.13 17 32.12 69.49
139.94 8 113.25 65.09
182.77 11 109.09 60.62
